order_date,customer,grand_total
41508,Jay Kimmel,573
41413,Eric Barreto,122
41422,Laura Armstrong,3964
41635,Anthony Johnson,5
41369,Becky Castell,204
41522,Christina VanderZanden,147
41545,James Galang,32
41324,Greg Tran,287
41534,Keith Dawkins,291
41375,Brian Thompson,892
41508,Stephanie Ulpright,37
41443,Mike Vittorini,482
41633,Benjamin Venier,33
41603,Sample Company A,393
41367,Denny Joy,1455
41607,Anthony Jacobs,7
41360,Sibella Parks,460
41543,Nicole Hansen,16
41603,Laura Armstrong,208
41524,Yoseph Carroll,372
41530,Anthony Johnson,1159
41541,Joni Sundaresam,52
41638,Kelly Andreada,186
41365,Erica Hackney,328
41388,Max Jones,243
41373,Clytie Kelty,25
41377,Thomas Boland,192
41563,Cynthia Delaney,1058
41603,Nat Carroll,124
41590,Brenda Bowman,144
41595,Ionia McGrath,8
41617,Julie Prescott,13
41519,Laurel Beltran,13
41591,Susan Pistek,3588
41590,Bryan Davis,143
41474,Susan Vittorini,16
41614,James Galang,192
41348,Muhammed MacIntyre,197
41375,Filia McAdams,36
41311,Karen Bern,132
41569,Victoria Wilson,661
41383,Thea Hudgings,2027
41584,Nora Preis,480
41589,Sally Hughsby,70
41277,Lena Radford,114
41562,Bobby Elias,1650
41432,Roy Collins,328
41603,Cathy Armstrong,181
41540,Suzanne McNair,68
41563,Patrick Bzostek,219
41547,Maris LaWare,36
41576,Denise Leinenbach,12
41500,Roy Franzšsisch,126
41296,Frank Preis,65
41416,Sally Hughsby,4
41613,Becky Martin,611
41528,Dianna Vittorini,277
41481,Sanjit Chand,686
41400,Amy Hunt,71
41388,Art Ferguson,90
41538,Edward Nazzal,84
41285,Deanra Eno,94
41283,Maureen Fritzler,15
41466,Allen Armold,17
41558,William Brown,30
41520,Lena Radford,1804
41439,Greg Tran,34
41374,Edward Becker,35
41598,Janet Molinari,32
41414,Bill Tyler,10
41346,Dean Katz,1632
41619,Bart Watters,63
41438,Stewart Carmichael,225
41363,Troy Blackwell,458
41607,David Smith,740
41582,Sarah Foster,9
41432,Dave Brooks,714
41416,Christine Phan,112
41555,Dionis Lloyd,838
41354,Robert Dilbeck,697
41610,Mike Vittorini,864
41589,Scott Williamson,886
41437,Erica Smith,240
41366,Daniel Byrd,7
41351,Christine Sundaresam,40
41440,Ed Braxton,1293
41364,Cathy Prescott,11
41481,Bill Eplett,21
41619,Arthur Prichep,423
41374,Sean Wendt,523
41603,Neola Schneider,527
41513,Don Jones,1603
41498,Michelle Tran,152
41332,Don Weiss,16
41516,Meg O'Connel,22
41530,Sarah Foster,42
41402,Caroline Jumper,4836
41582,Clay Ludtke,103
41505,Matt Abelman,15
41618,George Bell,19
41592,Tom Stivers,30
41623,Pete Kriz,479
41580,Xylona Preis,68
41305,Sample Company A,166
41398,Susan MacKendrick,1043
41463,Chad Cunningham,85
41522,Ionia McGrath,2824
41606,Greg Guthrie,160
41605,Tamara Chand,7
41519,Adam Bellavance,4439
41425,Jason Gross,168
41520,Tom Ashbrook,84
41443,Denise Monton,377
41635,Mike Caudle,1431
41610,Gary Zandusky,24
41388,Heather Kirkland,36
41459,Guy Thornton,17
41472,Mark Cousins,10
41495,Charles Crestani,11
41576,Jonathan Howell,395
41529,Ryan Crowe,100
41537,Scot Wooten,160
41605,Dean Katz,313
41610,John Murray,345
41342,Sanjit Jacobs,183
41520,Karen Daniels,115
41625,Sandra Flanagan,35
41373,Logan Currie,98
41509,Sheri Gordon,26
41411,Sanjit Chand,311
41450,Bill Donatelli,38
41598,Natalie DeCherney,53
41590,Berenike Kampe,7
41594,Odella Nelson,630
41358,Dan Campbell,320
41373,Zuschuss Carroll,1617
41593,Allen Armold,514
41535,Troy Staebel,295
41522,Anna Andreadi,292
41617,Stefania Perrino,1476
41552,Melanie Seite,239
41362,Chris Cortes,94
41526,Michael Grace,207
41601,Rob Dowd,49
41626,Noel Staavos,25
41351,Gary Zandusky,2073
41444,Stewart Carmichael,465
41473,Matt Collister,815
41590,Laurel Beltran,681
41544,Matt Hagelstein,7
41564,Nona Balk,142
41513,Vivek Grady,53
41521,Filia McAdams,48
41440,Anthony Rawles,1115
41421,Tiffany House,36
41542,Michael Kennedy,442
41604,Jay Kimmel,73
41571,Steven Roelle,379
41603,George Ashbrook,658
41632,Laura Armstrong,921
41372,Sarah Foster,4
41488,Khloe Miller,19
41586,Luke Weiss,1030
41524,Karl Braun,99
41411,Denny Ordway,17
41523,Mark Van Huff,192
41618,Logan Haushalter,133
41288,Anna Gayman,405
41487,Ken Lonsdale,1311
41443,Christine Phan,585
41569,Susan Vittorini,235
41568,Chuck Magee,133
41605,Mark Cousins,3236
41418,Ken Lonsdale,1980
41627,Jeremy Ellison,885
41348,Stephanie Phelps,42
41405,Christopher Schild,744
41440,Vivian Mathis,58
41536,Jane Waco,2056
41596,Barry Gonzalez,82
41321,John Dryer,228
41582,Julie Prescott,542
41535,Cindy Stewart,396
41466,Nick Zandusky,45
41319,Dave Kipp,574
41591,Maurice Satty,43
41547,Linda Southworth,16
41550,Tim Taslimi,61
41617,Quincy Jones,115
41279,Anthony Johnson,256
41538,Filia McAdams,115
41351,Anna Chung,85
41593,Kelly Collister,2
41576,Alejandro Savely,100
41373,Christine Kargatis,216
41423,Clay Ludtke,1158
41359,Toby Braunhardt,1287
41628,Erin Smith,472
41463,Christopher Conant,3137
41312,Erica Bern,624
41456,Adrian Hane,50
41556,Doug Bickford,388
41632,Edward Hooks,1506
41540,Sam Zeldin,128
41501,Jill Matthias,121
41632,Neoma Murray,6
41419,Eugene Hildebrand,261
41505,Helen Wasserman,355
41523,Darrin Martin,229
41439,Sonia Sunley,19
41347,Edward Hooks,4941
41569,Anne Pryor,74
41465,Jonathan Doherty,573
41353,Susan Vittorini,35
41380,Bill Donatelli,1122
41610,Rick Duston,17
41610,Allen Goldenen,5
41523,Elizabeth Moffitt,21
41621,Roy Franzšsisch,440
41501,Stephanie Phelps,787
41597,Arthur Wiediger,1118
41470,Erin Smith,381
41422,Lynn Smith,13
41632,Logan Currie,859
41470,Steven Ward,664
41442,Jennifer Jackson,9
41527,Daniel Byrd,15
41393,Bill Overfelt,42
41509,Craig Reiter,251
41618,Ken Black,80
41342,Giulietta Baptist,196
41401,Gene McClure,42
41515,Edward Becker,18
41523,Marina Lichtenstein,116
41400,Barry Franz,252
41589,Debra Catini,42
41486,Katherine Hughes,1046
41289,William Brown,126
41476,Pauline Johnson,90
41547,Andy Reiter,27
41296,Anthony Johnson,110
41588,Philip Fox,480
41414,Anna HŠberlin,88
41569,Dennis Pardue,4685
41373,Jeremy Lonsdale,448
41419,Dennis Pardue,17
41627,Parhena Norris,564
41636,Mitch Webber,40
41438,Darrin Van Huff,15
41423,Kimberly Carter,452
41389,Jack Lebron,4
41349,Fred Chung,1357
41326,Matthew Clasen,512
41549,Greg Matthias,331
41401,Art Ferguson,29
41420,Julia Barnett,1312
41383,Roy Franzšsisch,233
41621,Matthew Grinstein,732
41523,Fred Wasserman,44
41568,Muhammed Yedwab,387
41391,Dennis Bolton,435
41638,Michael Paige,41
41555,Mick Crebagga,93
41590,Lisa DeCherney,258
41613,Ellis Ballard,213
41627,Andy Yotov,67
41438,Christy Brittain,146
41457,Eugene Moren,1500
41600,Chloris Kastensmidt,236
41484,Khloe Miller,19
41446,Catherine Glotzbach,538
41579,Helen Wasserman,736
41584,Christopher Schild,29
41545,Shaun Weien,1002
41509,Pauline Webber,6
41449,Ruben Dartt,998
41543,Katrina Edelman,65
41633,Pauline Webber,198
41449,Irene Maddox,616
41455,Corey-Lock,192
41614,Tony Chapman,34
41349,Sanjit Jacobs,365
41478,Kristina Nunn,86
41551,Hunter Lopez,16
41576,Emily Phan,38
41289,Roy Collins,182
41523,Brad Eason,108
41536,Nona Balk,383
41589,Aaron Bergman,564
41442,James Lanier,91
41409,Logan Haushalter,79
41618,Fred McMath,126
41410,Darren Powers,8
41446,Roy Collins,410
41628,Mark Haberlin,38
41542,Benjamin Patterson,13
41565,Neil Knudson,18
41285,Mark Packer,55
41477,Jason Gross,196
41563,Quincy Jones,343
41624,Michael Paige,1949
41537,Theone Pippenger,255
41377,Beth Paige,651
41437,Sanjit Engle,459
41522,Mick Brown,297
41576,Jonathan Doherty,1264
41610,Eva Jacobs,1517
41599,Brendan Murry,28
41418,Lisa DeCherney,37
41477,Beth Paige,370
41530,Ben Peterman,503
41622,Rob Williams,1120
41611,Alan Schoenberger,166
41583,Roy Collins,11
41544,Lisa Ryan,548
41584,Evan Bailliet,12
41529,Linda Cazamias,33
41620,Deborah Brumfield,404
41418,Christopher Conant,8539
41614,Aleksandra Gannaway,82
41610,Jonathan Doherty,2145
41499,Becky Castell,146
41484,Steve Carroll,130
41452,Adam Hart,262
41584,Logan Haushalter,344
41487,Anna HŠberlin,863
41579,Jonathan Doherty,1085
41619,Chris McAfee,699
41488,Susan Gilcrest,20
41576,Patrick Gardner,314
41328,Alyssa Crouse,58
41523,Gary Hansen,91
41586,Denise Monton,120
41307,Noel Staavos,74
41569,Joel Eaton,154
41520,Rob Lucas,1427
41383,Cindy Schnelling,14
41395,Ken Dana,112
41478,Dionis Lloyd,6
41606,Rob Williams,187
41551,Emily Burns,599
41614,Randy Ferguson,12
41605,Cynthia Delaney,73
41589,Paul Prost,900
41524,Bruce Geld,11
41400,Natalie DeCherney,79
41627,Adrian Hane,610
41515,Tom Prescott,180
41599,Matt Connell,39
41425,Robert Waldorf,3
41590,Edward Becker,493
41561,Lena Creighton,256
41538,Helen Abelman,393
41529,Kelly Collister,3355
41552,Anna HŠberlin,64
41337,Chris Cortes,962
41443,Fred McMath,41
41544,Chuck Magee,125
41536,Anne McFarland,1264
41627,Henry Goldwyn,802
41514,Ted Butterfield,550
41415,Eugene Hildebrand,41
41623,Michael Chen,133
41319,Fred McMath,264
41600,Roger Demir,142
41345,Julie Prescott,558
41528,Kean Thornton,1021
41296,Marc Crier,13
41623,David Smith,216
41614,Harold Engle,128
41386,Brian Thompson,67
41302,Henry Goldwyn,40
41477,Corey Catlett,2
41594,Toby Gnade,1055
41577,Katrina Willman,67
41583,Thomas Thornton,193
41397,Cindy Chapman,91
41579,Sylvia Foulston,1404
41417,Art Ferguson,1562
41619,Delfina Latchford,443
41627,Justin Deggeller,19
41626,Adam Hart,217
41619,Sanjit Jacobs,80
41460,Anna Andreadi,1376
41565,Frank Carlisle,2378
41435,Toby Carlisle,696
41438,Philisse Overcash,1321
41481,Christy Brittain,1440
41307,Adrian Barton,118
41425,Nancy Lomonaco,39
41635,Andrew Roberts,90
41387,Paul Gonzalez,32
41586,Claudia Bergmann,15
41592,Philisse Overcash,20
41305,Aimee Bixby,16
41503,Anthony O'Donnell,161
41513,Charles Crestani,6
41296,Bradley Talbott,166
41494,Dorothy Wardle,180
41442,Bill Donatelli,46
41634,Trudy Schmidt,870
41397,Bryan Davis,86
41594,Anna HŠberlin,361
41543,Aaron Smayling,478
41379,Philip Brown,384
41421,Stewart Visinsky,1119
41584,Joseph Holt,53
41382,Ben Ferrer,55
41523,Don Miller,52
41524,Elpida Rittenbach,78
41421,Chris McAfee,27
41349,Muhammed Yedwab,551
41389,Craig Leslie,1344
41458,George Bell,195
41481,Becky Castell,37
41591,Stephanie Phelps,23
41533,Dean Braden,5
41481,Katherine Murray,10
41592,Adrian Shami,4
41593,Ralph Ritter,7
41618,Stephanie Phelps,274
41431,Ken Brennan,61
41556,Peter McVee,60
41612,Roger Demir,545
41522,Delfina Latchford,131
41533,Adam Hart,842
41366,Don Weiss,88
41631,Emily Ducich,67
41446,Bill Shonely,65
41541,Russell Applegate,487
41373,Patrick Gardner,18
41529,Adam Shillingsburg,8
41309,Maribeth Schnelling,90
41503,Pete Kriz,11
41510,Maxwell Schwartz,1600
41426,Beth Paige,252
41596,Maribeth Schnelling,11
41354,Peter BŸhler,12
41627,Julie Kriz,900
41493,Vivek Gonzalez,211
41507,Dianna Wilson,15
41530,Philisse Overcash,230
41629,Alejandro Ballentine,34
41569,Muhammed Yedwab,8
41571,Alejandro Ballentine,17
41523,Joseph Holt,112
41386,Duane Noonan,8
41635,Sally Hughsby,19
41519,Patrick Gardner,744
41540,Robert Dilbeck,17
41289,Dean percer,312
41606,Craig Carreira,272
41587,Claire Gute,994
41457,Jay Fein,86
41591,Frank Hawley,383
41586,Michelle Arnett,1603
41513,Linda Cazamias,1185
41452,Lela Donovan,5
41410,Thomas Thornton,14
41530,Steve Chapman,69
41464,Zuschuss Donatelli,840
41464,Thea Hudgings,13
41446,Dave Poirier,44
41363,Maria Etezadi,1702
41575,Jeremy Ellison,40
41600,Tiffany House,32
41565,Nick Radford,437
41425,Eugene Moren,1283
41441,Lynn Smith,173
41378,Susan Pistek,6
41393,Erica Hernandez,29
41589,Rose O'Brian,30
41526,Pauline Johnson,146
41529,Trudy Brown,225
41532,Clay Ludtke,1111
41521,Matt Hagelstein,31
41343,Pamela Stobb,436
41573,Jill Stevenson,784
41299,Todd Boyes,27
41505,Greg Guthrie,40
41453,Katharine Harms,577
41612,Neoma Murray,1762
41304,Steven Cartwright,382
41425,Brooke Gillingham,840
41578,Edward Hooks,144
41561,Helen Andreada,362
41338,Michael Granlund,17
41397,Dan Lawera,187
41306,Suzanne McNair,106
41417,Jim Epp,222
41542,Ruben Dartt,128
41418,Anne Pryor,5
41595,Ruben Dartt,28
41523,Jasper Cacioppo,10
41435,Benjamin Farhat,693
41502,Christopher Conant,225
41601,Todd Boyes,73
41619,Logan Haushalter,322
41454,Becky Pak,476
41395,John Lee,8
41372,Erin Smith,38
41439,Sample Company A,378
41555,Cindy Chapman,11
41526,Jill Matthias,100
41635,Brenda Bowman,239
41542,Laura Armstrong,84
41626,Steve Carroll,47
41532,Parhena Norris,26
41625,Tanja Norvell,21
41464,Chris Cortes,127
41519,Dean Katz,71
41592,Frank Merwin,44
41569,Michael Kennedy,1179
41626,Charles McCrossin,2004
41383,Clay Rozendal,240
41423,Edward Hooks,55
41500,Erin Mull,22
41440,Jim Sink,337
41499,Chris McAfee,1400
41488,Thomas Seio,1086
41549,Chris Cortes,112
41500,Theresa Swint,250
41489,Barry Franzšsisch,483
41638,Troy Blackwell,754
41562,Nathan Cano,305
41424,Raymond Buch,60
41464,Scot Coram,911
41609,Bruce Stewart,934
41575,Bart Pistole,69
41472,Alice McCarthy,57
41472,Jonathan Doherty,199
41475,Tracy Collins,426
41414,Laurel Elliston,642
41633,Jessica Myrick,800
41421,Toby Braunhardt,83
41584,Liz Willingham,1121
41610,Shirley Jackson,840
41598,Liz Thompson,18
41536,Seth Vernon,107
41470,Anemone Ratner,88
41549,Brian DeCherney,195
41558,Corey Catlett,228
41544,Charles Sheldon,10
41638,Ken Lonsdale,28
41430,Ken Lonsdale,678
41474,Katharine Harms,141
41632,Carol Adams,2000
41632,Matt Collister,25
41510,Jennifer Patt,1091
41305,Jason Klamczynski,23
41521,Paul Knutson,1422
41397,Edward Hooks,331
41278,Ben Peterman,109
41583,Cindy Chapman,686
41617,Julia Barnett,11
41338,Eleni McCrary,160
41412,Arthur Gainer,253
41425,Justin MacKendrick,124
41516,Rick Bensley,162
41597,Sean Braxton,104
41537,Clytie Kelty,70
41540,Anna Chung,36
41589,Arianne Irving,1467
41523,Dean Braden,1025
41281,Neoma Murray,49
41347,Tamara Willingham,361
41307,Sanjit Engle,8805
41493,Anna HŠberlin,71
41572,Jennifer Patt,16
41541,Dave Poirier,198
41344,Karen Ferguson,4174
41582,Natalie Webber,184
41369,Maria Etezadi,178
41580,Katherine Murray,274
41443,Ivan Gibson,112
41347,Liz Thompson,629
41606,Pamela Coakley,32
41417,Jeremy Farry,15
41370,Gary Mitchum,158
41535,Sanjit Jacobs,219
41521,Carlos Soltero,9
41404,Thea Hendricks,28
41305,Ben Ferrer,1396
41516,George Bell,420
41463,Barry Franzšsisch,340
41618,Emily Burns,41
41617,Arthur Gainer,1086
41602,Luke Schmidt,101
41582,Patrick Jones,9
41568,Joy Smith,339
41452,Phillip Flathmann,136
41608,Daniel Raglin,242
41276,Brendan Murry,406
41533,Angele Hood,35
41639,Evan Henry,72
41400,Darrin Martin,305
41604,Barry Pond,883
41513,Stuart Van,31
41432,Maria Etezadi,3528
41620,Anthony Rawles,633
41523,Toby Ritter,278
41477,Damala Kotsonis,423
41612,Gary McGarr,773
41454,Chris Selesnick,41
41404,Paul Stevenson,8
41516,Adam Bellavance,28
41360,Mark Van Huff,35
41614,Irene Maddox,408
41366,Thomas Boland,46
41405,Roger Demir,12
41312,Bobby Elias,30
41586,Eudokia Martin,90
41474,Jennifer Patt,34
41569,Carlos Soltero,615
41547,Chad Cunningham,41
41393,Nona Balk,385
41370,Justin Hirsh,888
41453,Anna Chung,202
41348,John Stevenson,392
41474,Nora Paige,56
41388,Grace Kelly,352
41534,Corey Roper,122
41620,Noel Staavos,1253
41368,Steven Roelle,10
41583,Elpida Rittenbach,1107
41606,Victoria Brennan,167
41589,Ben Ferrer,10
41456,Philip Fox,1303
41523,Maribeth Dona,103
41615,Dave Poirier,1671
41479,Neil Franzšsisch,11
41555,Tim Brockman,27
41636,Meg Tillman,34
41406,Ted Trevino,6
41354,Aaron Hawkins,86
41362,Aaron Smayling,31
41480,Darren Budd,254
41313,Mark Haberlin,242
41355,Dario Medina,101
41607,Randy Ferguson,2674
41513,Xylona Preis,187
41545,Brian Moss,3
41555,Arthur Wiediger,5
41583,Tracy Poddar,1465
41589,Chuck Clark,46
41398,Christy Brittain,56
41603,Amy Cox,1220
41377,Jason Fortune-,250
41614,Mike Pelletier,4
41583,Alejandro Savely,210
41475,Joy Smith,1111
41611,Deborah Brumfield,2782
41284,Joy Bell-,25
41639,Carl Jackson,17
41565,Michael Granlund,121
41521,Jennifer Jackson,55
41438,Craig Reiter,23
41535,Laura Armstrong,547
41529,Nick Zandusky,60
41528,Catherine Glotzbach,68
41591,Dianna Wilson,878
41304,Jeremy Farry,17
41523,Stephanie Ulpright,9
41598,Doug Jacobs,148
41485,Ritsa Hightower,732
41338,Rick Duston,128
41403,George Bell,212
41379,Tom Boeckenhauer,81
41611,Muhammed Yedwab,813
41396,Herbert Flentye,377
41429,Christine Phan,71
41586,Penelope Sewall,13
41466,Erin Ashbrook,342
41316,Phillip Breyer,70
41330,Bruce Degenhardt,47
41570,Peter McVee,31
41431,Janet Lee,386
41339,Rob Williams,162
41479,Jennifer Braxton,324
41620,William Brown,1938
41604,Heather Jas,5
41571,Heather Kirkland,71
41603,Clay Rozendal,25
41410,Michael Nguyen,15
41544,Dorothy Wardle,13
41583,Maureen Fritzler,50
41430,Edward Nazzal,1563
41528,Bryan Davis,143
41517,Bruce Geld,387
41502,Craig Yedwab,75
41597,Tracy Collins,129
41450,Dave Hallsten,9
41572,Sonia Sunley,200
41381,Pete Kriz,158
41569,Jill Fjeld,106
41425,Edward Becker,139
41520,Toby Gnade,1000
41583,Lisa Hazard,38
41325,Alan Hwang,16
41593,Darren Powers,38
41379,Jill Matthias,25
41540,Nora Pelletier,64
41366,Raymond Buch,561
41538,Heather Jas,164
41289,Bill Eplett,82
41369,Evan Henry,589
41502,Bill Donatelli,533
41578,Jason Fortune-,12
41407,Jill Matthias,55
41631,Sue Ann Reed,66
41363,Janet Martin,499
41499,Lena Cacioppo,6
41393,Rob Beeghly,30
41368,Zuschuss Donatelli,331
41337,Craig Carreira,135
41508,Rachel Payne,33
41304,David Flashing,2068
41299,Jonathan Doherty,832
41389,Cathy Armstrong,259
41537,Rick Huthwaite,2545
41447,Ken Brennan,1
41629,Stuart Calhoun,66
41459,Dean Katz,707
41537,Frank Hawley,9
41424,Rob Lucas,1003
41522,Roy Phan,535
41586,Marina Lichtenstein,480
41426,Neoma Murray,187
41582,Arthur Prichep,904
41568,Andrew Gjertsen,19
41321,Erin Ashbrook,167
41495,Corinna Mitchell,23
41342,Zuschuss Carroll,1466
41404,Sonia Sunley,94
41446,Lena Hernandez,67
41470,Richard Eichhorn,30
41569,Giulietta Weimer,112
41344,Rick Huthwaite,3384
41634,Joe Elijah,2563
41621,Noel Staavos,107
41604,Brenda Bowman,1746
41570,MaryBeth Skach,117
41437,Mary Zewe,22
41414,Bradley Nguyen,821
41544,Steve Nguyen,367
41522,Ivan Liston,66
41950,Zuschuss Carroll,30
41788,Michael Dominguez,153
41970,Michael Nguyen,1115
41903,Seth Vernon,7360
41890,Cassandra Brandow,50
41640,Brian DeCherney,302
41826,Linda Southworth,396
41985,Allen Armold,150
41928,Stuart Van,12
41912,Ann Steele,372
41890,Nicole Fjeld,73
41934,Susan Pistek,24
41815,Nicole Hansen,421
41996,Sharelle Roach,142
41795,Dan Campbell,12
41863,Sanjit Jacobs,26
41730,Chad McGuire,782
41865,Michael Kennedy,36
41960,Jay Kimmel,49
41750,Sarah Jordon,347
41947,Dave Kipp,1031
41817,Denny Ordway,273
41820,Dean Katz,1296
41773,Ross Baird,58
41887,Julie Kriz,30
41965,Cindy Chapman,48
41892,Keith Dawkins,100
41961,Clytie Kelty,699
41800,Noah Childs,721
41881,Rick Wilson,148
41963,Adrian Barton,844
41812,Alan Shonely,59
41724,Duane Benoit,7
41887,Katrina Bavinger,56
41877,Don Weiss,13
41971,Lindsay Williams,411
41879,Shui Tom,14
41915,Frank Gastineau,94
42002,Jason Gross,341
41811,Toby Ritter,250
41850,Anna Gayman,61
41911,Bruce Degenhardt,9
41935,David Wiener,177
41723,Ann Chong,13
41969,Tracy Zic,5
41753,Sean O'Donnell,30
41871,Sonia Cooley,2
41916,Aaron Smayling,171
41985,Mike Vittorini,63
41975,Sally Hughsby,628
41968,Greg Tran,11
41699,Duane Benoit,18
41992,Emily Phan,52
41834,Rick Reed,374
41994,David Kendrick,364
41761,Caroline Jumper,3741
41885,Luke Weiss,12
41974,Stuart Calhoun,2
41906,Doug O'Connell,213
41804,Shirley Daniels,683
41976,Brenda Bowman,1379
41983,Alyssa Tate,1096
41775,Joseph Airdo,50
41971,Brian Moss,191
41802,Kristina Nunn,4
41948,Christina Anderson,248
41983,Luke Weiss,55
41939,Benjamin Farhat,56
41888,Liz Preis,177
41887,Greg Maxwell,1322
41730,Denny Ordway,85
41767,Carlos Soltero,420
41708,Lindsay Williams,200
41949,Christina DeMoss,796
41821,Victor Preis,76
41905,Michael Granlund,67
41902,Dave Poirier,190
41947,Patrick Jones,26
41933,Pete Takahito,60
41967,Tamara Dahlen,24
41926,Michelle Huthwaite,1542
41971,Resi Pšlking,114
41965,Barry Franz,740
41977,Mark Van Huff,14
41991,Annie Thurman,316
41842,Kelly Lampkin,97
41964,Erica Smith,210
41844,Lisa Ryan,41
41906,Maya Herman,9
41895,Jessica Myrick,8
41968,Jason Gross,14
41890,Robert Dilbeck,1578
41975,Max Ludwig,630
41920,Debra Catini,308
41753,Tamara Dahlen,55
41881,Michael Dominguez,9
41979,Quincy Jones,205
41707,Alan Hwang,175
41976,Roy Phan,12
41945,Sandra Flanagan,231
41670,Benjamin Venier,340
41773,Frank Hawley,21
41990,Ross DeVincentis,33
41826,Damala Kotsonis,80
41772,Chloris Kastensmidt,88
41664,Keith Dawkins,413
41954,Frank Hawley,1362
41694,Clytie Kelty,37
41842,Anne McFarland,952
41789,Guy Thornton,79
41684,Fred Harton,914
41933,Rick Bensley,25
41804,Tamara Willingham,291
41962,Jim Sink,553
41701,Dorothy Badders,627
41684,Jennifer Patt,18
41962,Dave Kipp,75
41996,Alex Grayson,108
41828,Christine Sundaresam,17
41815,Maria Bertelson,22
41965,Patrick Jones,52
41948,Sam Zeldin,24
41724,John Lee,11
41807,Troy Staebel,1232
41979,Suzanne McNair,335
41872,Kean Thornton,26
41974,Victor Preis,899
41718,Natalie DeCherney,977
41691,Bart Pistole,9
41994,Dean Katz,13
41921,Chris Selesnick,420
41968,Brooke Gillingham,33
41999,Jennifer Halladay,141
41900,Sanjit Jacobs,1750
41691,Helen Wasserman,238
41813,Rick Bensley,488
41712,Sanjit Engle,1332
41992,Duane Benoit,19
41915,Paul Van Hugh,1687
41866,Janet Martin,418
41765,Lisa Hazard,121
41928,Frank Gastineau,88
41833,Cari Schnelling,4
41936,Randy Bradley,338
41801,Sean Christensen,133
41901,Sally Hughsby,163
41732,Alyssa Tate,11
41932,Christina Anderson,330
41864,Rick Hansen,21
41950,Christopher Conant,1
41824,Tony Sayre,102
41995,Liz Preis,375
41828,Annie Thurman,6
41792,Fred Harton,190
41811,Shui Tom,36
41712,Benjamin Farhat,780
41958,Frank Olsen,9
41991,Hallie Redmond,12
41971,Bill Donatelli,136
41817,Scott Cohen,913
41801,Neil Ducich,1348
41950,Adam Bellavance,2595
41848,Joni Wasserman,195
41890,Allen Goldenen,20
41736,Max Ludwig,106
41888,Christopher Schild,3
41974,Maria Zettner,26
41883,Arthur Wiediger,696
41991,Vicky Freymann,28
41995,Pete Kriz,24
41641,Guy Armstrong,49
41676,Fred Chung,2012
41765,Arianne Irving,7
41988,Dave Brooks,457
41712,Joy Bell-,174
41950,Valerie Mitchum,46
41932,Matt Abelman,29
41984,Alex Grayson,109
41768,Ed Braxton,41
41962,Nona Balk,143
41967,Frank Hawley,7
41786,Carlos Daly,13
41965,Scott Williamson,27
41884,Sung Shariari,43
41823,Adrian Hane,169
41987,Mitch Webber,31
41652,Linda Southworth,10
41973,Ted Trevino,492
41746,Joel Eaton,309
41960,Eileen Kiefer,23
41959,Dana Kaydos,559
41992,Alex Grayson,13
41984,Lindsay Shagiari,35
41760,Saphhira Shifley,26
41983,Laurel Elliston,445
41803,Sarah Bern,955
41720,Steven Cartwright,745
41753,Sally Knutson,245
41829,Jenna Caffey,1058
41920,Mike Gockenbach,1325
41895,Don Jones,91
41999,Patrick O'Donnell,32
41848,Tony Molinari,559
41982,Denise Monton,244
41907,Kelly Collister,103
41897,Henia Zydlo,20
41688,Christine Kargatis,1449
41919,Muhammed MacIntyre,41
41978,Lena Radford,649
41734,Penelope Sewall,17
41821,John Castell,436
41995,Brian Derr,71
41976,Alice McCarthy,179
41983,Angele Hood,16
41843,Fred Hopkins,30
41887,Maribeth Dona,50
41837,Valerie Mitchum,3
41746,Paul Lucas,17
41983,Dean Braden,188
41761,Arthur Gainer,319
41761,Sanjit Jacobs,49
41940,Nona Balk,69
41940,Matt Abelman,34
41885,Phillip Flathmann,7
41947,Darrin Martin,12
41965,Chloris Kastensmidt,1243
41703,Sung Pak,25
41997,Julia Barnett,27
41859,Chloris Kastensmidt,238
41955,Guy Armstrong,152
41706,Shahid Hopkins,118
41893,Robert Waldorf,809
41963,Dorothy Dickinson,25
41844,Annie Zypern,122
41806,Tamara Dahlen,20
41885,Jill Stevenson,258
41941,Keith Herrera,66
41807,Christine Sundaresam,504
41780,Nat Carroll,892
41695,Christy Brittain,5
41885,Stephanie Ulpright,216
41964,Carlos Daly,1560
41929,Anthony Jacobs,308
41720,Paul Stevenson,425
41824,Rob Dowd,168
41974,Harold Pawlan,1311
41923,Scot Wooten,239
41643,Christopher Martinez,2031
41829,Mathew Reese,53
41990,Andrew Roberts,11
41702,Emily Phan,281
41908,Adam Hart,199
41724,John Castell,470
41801,Muhammed MacIntyre,14
41738,Karen Ferguson,2634
41925,Robert Waldorf,442
41785,Jeremy Lonsdale,50
42000,Tracy Collins,3
41900,Alan Schoenberger,1782
41963,Stewart Carmichael,750
41778,Susan Gilcrest,18
41670,Eugene Hildebrand,142
41809,Craig Carreira,957
41894,Ryan Crowe,35
41870,Russell Applegate,228
41957,Stefania Perrino,199
41778,Brosina Hoffman,36
41739,Ken Lonsdale,478
41873,Tracy Hopkins,394
41899,Evan Henry,21
41885,Mick Crebagga,41
41725,Michelle Lonsdale,61
41654,Hallie Redmond,359
41975,Sarah Jordon,537
41914,Corinna Mitchell,1705
41934,Charles McCrossin,401
41951,Katherine Nockton,273
41729,Tony Molinari,326
