order_date,customer,grand_total
11-Sep-12,Sean Braxton,266
25-Apr-12,Trudy Schmidt,330
16-Mar-12,Michael Stewart,86
20-Dec-12,Maya Herman,55
18-Jun-12,Bruce Geld,52
21-Dec-12,Sam Zeldin,1350
25-Jul-12,Yana Sorensen,457
15-Feb-12,Roy Phan,975
29-Nov-12,Eileen Kiefer,56
12-Dec-12,Liz Thompson,349
14-Nov-12,Patrick Jones,860
20-Dec-12,Gary Zandusky,22
21-Aug-12,Katherine Nockton,637
8-Nov-12,Shaun Weien,120
25-Feb-12,Sung Shariari,26
23-May-12,Erin Ashbrook,187
4-Jul-12,Irene Maddox,1100
5-Jan-12,Steven Roelle,62
10-Nov-12,Alan Hwang,80
13-Jun-12,Penelope Sewall,106
23-Oct-12,Ralph Arnett,78
15-Mar-12,Karen Seio,17
27-Dec-12,Kean Nguyen,8
17-Apr-12,George Ashbrook,2573
30-Jul-12,Helen Andreada,226
9-Aug-12,Ruben Ausman,5
12-Dec-12,Xylona Preis,54
4-Dec-12,Rose O'Brian,1635
9-May-12,Max Engle,49
11-Dec-12,Stuart Calhoun,206
20-Sep-12,Tamara Chand,86
6-Dec-12,Nora Pelletier,1000
8-Dec-12,Henry Goldwyn,16
26-Oct-12,Andrew Gjertsen,174
31-May-12,Carl Weiss,8
30-Nov-12,Raymond Messe,177
25-Sep-12,Phillina Ober,183
31-Dec-12,Trudy Brown,18
5-Dec-12,Matt Hagelstein,44
6-Feb-12,Ivan Liston,1558
25-Sep-12,Erica Hackney,63
20-Nov-12,Dan Lawera,20
1-Oct-12,Eric Murdock,573
24-Oct-12,Michelle Tran,4
18-Jun-12,Benjamin Venier,670
12-Jan-12,Yana Sorensen,465
3-Dec-12,Harold Pawlan,185
16-Feb-12,Sung Pak,36
28-Nov-12,Michelle Arnett,8
9-Dec-12,Ken Brennan,34
19-Dec-12,James Galang,1942
28-Nov-12,Lena Creighton,152
22-Dec-12,Harold Ryan,456
2-Jul-12,Rob Haberlin,1306
7-Jun-12,Harold Dahlen,52
29-Apr-12,Jim Kriz,8
13-Dec-12,Rob Dowd,809
31-Aug-12,Rick Huthwaite,556
22-Mar-12,Dean Braden,162
3-Feb-12,Rick Wilson,137
20-Dec-12,John Murray,36
30-Nov-12,Ann Blume,17
20-Jun-12,Becky Castell,320
21-Sep-12,Giulietta Baptist,3632
24-Dec-12,Kean Takahito,66
4-Jun-12,Becky Pak,1110
9-Nov-12,Charlotte Melton,11
10-Nov-12,Steve Chapman,714
5-Jan-12,James Lanier,144
26-Dec-12,Brian Dahlen,22
20-Dec-12,Arianne Irving,17
26-Nov-12,Erin Ashbrook,600
12-May-12,Cindy Stewart,39
20-Mar-12,Dave Hallsten,1446
18-Jul-12,Karen Carlisle,6
25-Sep-12,Sarah Brown,69
12-Oct-12,Ralph Kennedy,210
4-Sep-12,David Smith,134
27-Nov-12,Thomas Brumley,6
19-Oct-12,Robert Marley,1911
8-Mar-12,Anthony Rawles,19
2-Nov-12,Emily Ducich,2621
20-Jul-12,Ralph Kennedy,1238
6-Sep-12,Cyma Kinney,7
25-Sep-12,Bryan Mills,3
6-Aug-12,Michael Stewart,27
3-May-12,Nicole Fjeld,14
5-Oct-12,Sylvia Foulston,78
1-Jun-12,Catherine Glotzbach,12
16-Apr-12,Theresa Swint,239
7-Sep-12,Corey Catlett,141
5-Apr-12,Carol Adams,892
6-Jul-12,Sarah Jordon,170
28-Nov-12,Mark Cousins,130
4-Dec-12,Sean O'Donnell,795
20-Nov-12,Grace Kelly,480
21-Dec-12,Adam Hart,3
24-Sep-12,Max Engle,51
1-May-12,David Bremer,278
3-Nov-12,Fred Hopkins,1449
8-Sep-12,Neoma Murray,68
8-Jun-12,Andrew Gjertsen,938
15-Aug-12,Tim Taslimi,323
22-Nov-12,Harold Dahlen,77
28-Oct-12,Rob Dowd,105
16-Dec-12,Sandra Glassco,5
12-May-12,Rose O'Brian,15
5-Sep-12,Cathy Armstrong,90
9-Oct-12,Sonia Cooley,50
21-Feb-12,Pierre Wener,2542
7-Nov-12,Stewart Visinsky,715
28-Jun-12,Dorothy Wardle,498
12-Nov-12,Monica Federle,304
9-Aug-12,David Smith,647
17-Nov-12,Greg Hansen,41
19-Mar-12,Mike Caudle,12
7-Nov-12,Adrian Barton,671
7-Aug-12,Eudokia Martin,520
22-Mar-12,Ruben Dartt,16
14-Mar-12,Emily Phan,688
19-Jun-12,Katherine Murray,229
27-Nov-12,Jeremy Ellison,30
7-Aug-12,Noel Staavos,3
30-May-12,Brendan Dodson,152
20-Nov-12,Sung Shariari,378
8-Jun-12,Maureen Gnade,146
7-Sep-12,Andy Gerbode,655
26-Mar-12,Ellis Ballard,3394
5-Jul-12,Mitch Webber,74
31-Jul-12,Allen Rosenblatt,240
8-Nov-12,Amy Cox,70
28-Nov-12,Ashley Jarboe,45
16-Nov-12,Philisse Overcash,523
15-Jun-12,Grace Kelly,226
20-Oct-12,Maxwell Schwartz,25
27-Jan-12,Sean Christensen,2804
4-Jun-12,Lauren Leatherbury,17
31-Oct-12,Sandra Glassco,2562
7-Dec-12,Alan Hwang,802
11-Sep-12,Steven Cartwright,190
27-Dec-12,Brad Thomas,385
14-May-12,Hunter Glantz,1118
21-Dec-12,Lynn Smith,48
18-May-12,Anthony Jacobs,11
23-Aug-12,Fred Harton,1142
29-Jun-12,Sheri Gordon,118
20-Mar-12,Bryan Mills,29
1-Oct-12,Shaun Chance,139
28-Aug-12,Ben Peterman,1203
6-Dec-12,Mike Pelletier,15
12-Sep-12,Paul Gonzalez,493
7-Apr-12,Resi P?lking,49
26-Jun-12,Valerie Dominguez,972
15-May-12,Anna H?berlin,18
19-Nov-12,Aleksandra Gannaway,31
5-Jun-12,Edward Becker,1523
26-Nov-12,Stefanie Holloman,692
5-Apr-12,Valerie Takahito,1636
27-Sep-12,Rick Huthwaite,175
16-Jun-12,Philip Brown,6
26-Mar-12,Gene McClure,57
14-Mar-12,Arianne Irving,19
16-Sep-12,Bradley Drucker,31
18-Sep-12,George Bell,53
4-Oct-12,Denny Joy,393
19-Mar-12,Corinna Mitchell,449
10-Sep-12,Aimee Bixby,15
2-Nov-12,Liz Thompson,739
29-May-12,Karl Braun,12
22-Nov-12,Marc Crier,58
21-Sep-12,Dario Medina,220
8-Oct-12,Maria Bertelson,146
8-Aug-12,Thomas Thornton,159
6-Dec-12,Art Ferguson,8
27-Jan-12,Seth Vernon,769
22-Sep-12,Muhammed MacIntyre,61
10-Apr-12,Dario Medina,13
25-Aug-12,Mick Crebagga,32
28-Sep-12,Henry Goldwyn,87
21-May-12,Michelle Ellison,27
24-Aug-12,Denny Ordway,7
24-Dec-12,Joni Blumstein,628
3-Sep-12,John Huston,8
6-Sep-12,Andy Gerbode,47
13-Aug-12,Ed Jacobs,423
13-Jan-12,Karen Seio,10
22-Oct-12,Gene McClure,10
20-Feb-12,Liz MacKendrick,30
9-Nov-12,Dean percer,2340
21-Nov-13,Barbara Fisher,329
25-Nov-13,Carol Darley,25
14-Dec-13,Ken Heidel,64
21-Sep-13,Greg Maxwell,476
25-Jun-13,Max Jones,4823
16-Dec-13,Tony Chapman,19
25-Nov-13,Alyssa Tate,43
13-May-13,Harry Marie,642
11-Dec-13,Sara Luxemburg,6
2-Nov-13,Cindy Schnelling,112
27-Jun-13,John Grady,719
25-Sep-13,Edward Hooks,868
8-Jul-13,Raymond Messe,216
5-Feb-13,Annie Zypern,919
14-Oct-13,Bart Watters,280
26-Dec-13,Saphhira Shifley,21
4-Feb-13,Jennifer Braxton,93
23-Apr-13,Michael Moore,35
14-Nov-13,Cyma Kinney,280
18-Jul-13,Ruben Ausman,78
15-Jul-13,Rob Haberlin,29
26-Sep-13,Julia West,17
27-Feb-13,Eric Barreto,57
3-Jul-13,Katherine Hughes,8
2-May-13,Chris McAfee,141
19-Dec-13,Grace Kelly,1794
28-Feb-13,Rick Reed,36
19-Feb-13,Cyma Kinney,34
25-Dec-13,Sean Christensen,84
4-Oct-13,Daniel Byrd,1028
26-Jun-13,Logan Currie,118
24-Sep-13,Clay Rozendal,11
28-May-13,Brian Stugart,1328
7-Jan-13,Dianna Wilson,35
15-Jul-13,Bryan Mills,420
20-Aug-13,Resi P?lking,449
25-Jun-13,Hunter Lopez,441
10-Dec-13,Paul MacIntyre,1057
27-Jun-13,Victoria Pisteka,199
15-Mar-13,Sibella Parks,17
12-Sep-13,Jill Fjeld,1611
27-Feb-13,Dan Lawera,171
25-Jul-13,James Galang,73
19-Jul-13,Neil Knudson,314
28-Dec-13,Ross DeVincentis,17
14-Dec-13,Jasper Cacioppo,10
3-Jul-13,Erin Ashbrook,570
20-Sep-13,Shirley Daniels,53
7-Sep-13,Mary O'Rourke,754
26-Jul-13,Ken Heidel,16
5-Jul-13,Rick Bensley,275
12-Nov-13,Sung Chung,14
8-Jun-13,Frank Merwin,10
23-Dec-13,Lena Creighton,26
19-Nov-13,Patrick Gardner,595
9-Sep-13,Liz Preis,311
13-Jun-13,Steven Cartwright,488
13-Jul-13,Kristen Hastings,96
4-Oct-13,Tracy Poddar,38
2-Apr-13,Barry Blumstein,62
4-Mar-13,Alex Avila,4406
4-Aug-13,Alex Grayson,249
26-Jul-13,Meg Tillman,2503
28-Nov-13,Herbert Flentye,448
3-May-13,Adam Shillingsburg,37
13-Jun-13,Erin Ashbrook,199
2-Dec-13,Fred Hopkins,23
9-Apr-13,Eugene Hildebrand,130
4-Jul-13,Filia McAdams,124
29-Nov-13,Sally Knutson,7
26-Dec-13,Joe Elijah,2446
3-Jan-13,Bill Overfelt,1605
21-May-13,Joe Kamberova,1364
7-Aug-13,Liz MacKendrick,38
5-Dec-13,Liz MacKendrick,16
25-Nov-13,Matthew Grinstein,4
31-Oct-13,Susan Pistek,4
3-Dec-13,Pauline Webber,116
13-Aug-13,Nora Preis,1800
17-Apr-13,Bryan Mills,29
11-Nov-13,Pamela Coakley,226
27-Aug-13,Roland Fjeld,165
6-May-13,Rick Bensley,271
14-Sep-13,Alejandro Grove,2375
31-Dec-13,Brian Dahlen,171
21-Oct-13,Lindsay Castell,61
20-Jun-13,Karen Carlisle,17
16-Feb-13,Jill Fjeld,417
12-Dec-13,Janet Molinari,1045
18-Sep-13,Brendan Sweed,33
16-Nov-13,Stewart Carmichael,99
19-Sep-13,Henry MacAllister,5
1-Oct-13,Greg Matthias,524
3-Sep-13,Becky Martin,282
9-Mar-13,Patrick Gardner,10
21-Oct-13,Luke Foster,7
20-Mar-13,Bobby Trafton,72
8-Jul-13,Max Jones,59
19-Feb-13,Greg Tran,71
9-May-13,Clay Ludtke,1110
17-Jan-13,Dionis Lloyd,316
30-Sep-13,Dario Medina,10
24-Sep-13,Darrin Van Huff,23
7-Feb-13,Christina Anderson,108
27-Nov-13,George Ashbrook,18
3-Sep-13,Joe Elijah,1854
27-Nov-13,Maribeth Schnelling,4104
18-Jun-13,Lena Creighton,749
22-May-13,Linda Cazamias,2396
15-Jun-13,Paul Van Hugh,54
9-Aug-13,Cathy Armstrong,1016
8-Jun-13,Roy Skaria,10
23-Mar-13,Robert Barroso,59
29-Jul-13,Olvera Toch,1557
21-Nov-13,Erica Hackney,151
30-Sep-13,Erin Smith,859
16-Feb-13,Giulietta Weimer,324
26-Nov-13,Cindy Stewart,5017
31-May-13,Annie Thurman,304
15-May-13,Tiffany House,186
7-Jun-13,Scot Coram,106
20-Dec-13,Barry Pond,2
6-Dec-13,James Galang,465
21-May-13,Dean Braden,3
21-Jun-13,Erin Ashbrook,106
30-Sep-13,Joe Kamberova,299
19-Nov-13,Bobby Elias,61
1-Oct-13,Sarah Jordon,2
18-Apr-13,Jessica Myrick,257
9-Sep-13,Ken Black,130
25-Sep-13,Craig Leslie,532
9-Jan-13,Laura Armstrong,728
11-Mar-13,Maya Herman,105
9-Sep-13,Anna Gayman,2621
23-Apr-13,Tonja Turnell,24
10-May-13,Julia West,89
8-Feb-13,Cathy Hwang,1128
4-Nov-13,Xylona Preis,562
3-May-13,Nick Radford,367
24-Jan-13,Henry Goldwyn,31
11-Apr-13,Quincy Jones,14
20-Apr-13,Kunst Miller,633
6-Dec-13,Theone Pippenger,1285
23-Sep-13,Sally Hughsby,105
18-Sep-13,Jim Sink,100
21-Nov-13,Allen Goldenen,33
26-Dec-13,Laurel Workman,499
23-Apr-13,Tanja Norvell,1588
13-May-13,Vivek Grady,11
7-Nov-13,Irene Maddox,85
15-Jul-13,Raymond Buch,293
9-Sep-13,Toby Ritter,74
10-Sep-13,Troy Staebel,15
29-Jun-13,Roland Fjeld,360
19-Sep-13,Bill Donatelli,240
5-Aug-13,Max Ludwig,159
6-Sep-13,Jonathan Doherty,83
12-Feb-13,John Stevenson,1366
8-Apr-13,Yoseph Carroll,1200
24-Sep-13,Candace McMahon,14
21-Nov-13,Nick Zandusky,381
7-Mar-13,Lena Cacioppo,309
26-Dec-13,Darren Budd,1180
6-Jun-13,Chloris Kastensmidt,80
22-Jan-13,Paul Gonzalez,8
26-Jul-13,Larry Blacks,21
20-Nov-13,Tim Taslimi,55
2-Apr-13,Frank Preis,1385
1-Mar-13,Lena Cacioppo,111
24-Jul-13,Ivan Liston,115
19-Sep-13,Patrick O'Brill,3
18-Sep-13,Luke Weiss,232
22-Oct-13,Charles McCrossin,98
28-Dec-13,Joni Wasserman,3
18-Jun-13,Ted Butterfield,655
9-May-13,Trudy Brown,18
2-Oct-13,Hunter Glantz,108
5-Aug-13,Linda Cazamias,335
26-Dec-13,Brian DeCherney,34
9-Mar-13,Brian DeCherney,115
31-Jul-13,Lindsay Shagiari,9
5-Dec-13,Kean Takahito,105
13-Apr-13,Brian Dahlen,449
9-Jul-13,Joe Elijah,725
4-Mar-13,Brosina Hoffman,1094
24-Jul-13,Chloris Kastensmidt,204
11-Sep-13,Steve Chapman,520
22-Oct-13,Neoma Murray,23
10-May-13,Mick Brown,19
30-Oct-13,Jim Mitchum,52
30-Dec-13,Frank Olsen,42
31-Jul-13,Rob Williams,716
15-Apr-13,Kean Takahito,977
6-May-13,Patrick Jones,14
19-Dec-13,Alan Haines,1410
3-Sep-13,Ross DeVincentis,168
7-Jun-13,Liz Preis,549
10-Sep-13,Annie Thurman,55
13-Feb-13,Ross DeVincentis,147
23-Apr-13,Ed Ludwig,87
13-Sep-13,Matt Collister,40
3-Sep-13,Sam Zeldin,47
17-Aug-13,Jeremy Pistek,32
20-Nov-13,Nora Pelletier,35
27-May-13,Cathy Prescott,233
11-Jun-13,Olvera Toch,1389
19-Mar-13,Dave Brooks,872
26-Nov-13,Mark Hamilton,194
12-Oct-13,Emily Phan,33
22-Nov-13,Julie Kriz,114
9-Sep-13,Valerie Mitchum,100
19-Aug-13,Natalie Fritzler,86
16-Dec-13,Shahid Hopkins,2
15-Oct-13,Pauline Webber,1204
2-Dec-13,Joel Eaton,352
23-Jan-13,Christy Brittain,60
25-Nov-13,Steve Carroll,82
9-Dec-13,Lena Hernandez,334
29-May-13,Valerie Dominguez,186
25-Mar-13,Vivek Grady,22
8-Nov-13,Max Jones,28
31-May-13,Anna H?berlin,4317
21-Nov-13,Frank Atkinson,574
26-Sep-13,Tony Sayre,642
21-Nov-13,Nora Paige,960
22-May-13,Alejandro Savely,85
23-Jul-13,Maureen Fritzler,122
8-Apr-13,Alan Shonely,70
22-Nov-13,Denise Monton,445
6-Dec-13,Justin Ellison,2658
27-Dec-13,Roy Collins,11
27-Aug-13,Andrew Allen,1158
8-Jul-13,Steve Chapman,46
19-Jul-13,Linda Southworth,2332
10-Oct-13,Maria Zettner,171
23-Dec-13,Duane Noonan,885
24-Dec-13,Frank Merwin,1508
22-Nov-13,Mike Vittorini,13
30-Jan-13,Harold Engle,157
27-Jun-13,Duane Noonan,22
4-Nov-13,Phillip Flathmann,1490
9-Dec-13,Doug Bickford,386
19-Nov-13,Ashley Jarboe,302
18-Mar-13,Vivian Mathis,163
15-Jul-13,John Stevenson,220
13-Mar-13,Mike Caudle,13
26-Jul-13,Rick Reed,244
24-Dec-13,Ben Peterman,141
11-Nov-13,Art Foster,54
6-Sep-13,Pete Kriz,634
21-May-13,Rick Bensley,1065
23-Sep-13,Amy Cox,24
8-Nov-13,Michael Chen,359
30-Jul-13,Jack O'Briant,85
8-Nov-13,Lisa DeCherney,58
2-Sep-13,Joseph Airdo,478
3-Sep-13,Sonia Sunley,10
10-Jan-13,Ken Black,150
12-Sep-13,Eugene Barchas,373
28-Oct-13,Ben Wallace,512
18-Jul-13,Annie Thurman,46
12-Nov-13,Liz Pelletier,525
17-Jan-13,Chuck Clark,725
28-Aug-13,Elizabeth Moffitt,9
4-Mar-13,Jason Gross,606
16-Sep-13,Justin Deggeller,1149
2-Oct-13,Jamie Kunitz,36
10-Oct-13,Michael Paige,24
18-Dec-13,Adrian Barton,9893
31-Dec-13,Keith Dawkins,7
15-Jul-13,Dan Reichenbach,14
1-Sep-13,Theone Pippenger,24
28-Nov-13,Cassandra Brandow,345
9-Dec-13,Gene Hale,1288
5-Sep-13,Jeremy Pistek,240
11-May-13,Gene McClure,7
31-Dec-13,Bryan Mills,20
10-Apr-13,Herbert Flentye,557
16-Apr-13,Julie Kriz,144
4-Feb-13,Tracy Blumstein,14
28-Aug-13,Todd Boyes,94
7-May-13,Brad Eason,111
13-Aug-13,Cindy Schnelling,562
27-Jun-13,Skye Norling,548
20-Dec-13,Clay Ludtke,304
20-Mar-13,Corey Catlett,31
12-Mar-13,Odella Nelson,63
25-Oct-13,Emily Ducich,450
17-Dec-13,Pete Kriz,564
18-Nov-13,Heather Jas,50
3-Feb-13,Liz Carlisle,866
14-Nov-13,Chuck Clark,217
16-Aug-13,John Castell,706
3-Oct-13,Tamara Chand,18337
12-Jun-13,Seth Vernon,903
15-Nov-13,Maria Bertelson,448
23-Mar-13,Marc Crier,168
26-Jun-13,Alan Shonely,61
10-Aug-13,Gary Hansen,16
3-Oct-13,Liz Preis,55
5-Nov-13,Carl Weiss,51
22-Feb-13,Paul Van Hugh,490
28-Mar-13,David Smith,93
14-Mar-13,Dennis Bolton,51
1-Nov-13,Bill Donatelli,493
27-May-13,Maurice Satty,477
27-Jun-13,Gene McClure,15
15-Aug-13,Toby Ritter,16
23-Sep-13,Chris Selesnick,19
13-Mar-13,Clytie Kelty,29
5-Jun-13,Karen Daniels,76
22-Jun-13,Adam Shillingsburg,576
11-Nov-13,Kalyca Meade,119
19-Nov-13,Steve Nguyen,330
4-Mar-13,Theresa Swint,61
26-Mar-13,Damala Kotsonis,60
15-Jul-13,Theone Pippenger,12
20-Sep-13,Anne Pryor,26
23-Sep-13,Pierre Wener,8
19-Sep-13,Magdelene Morse,693
29-Oct-13,Victoria Brennan,757
8-Apr-13,Dorris liebe,659
8-Jun-13,Ross DeVincentis,32
4-Apr-13,Carlos Soltero,100
10-Mar-13,Rick Bensley,200
13-Jun-13,Arthur Wiediger,547
2-Sep-13,Cynthia Voltz,22
28-Oct-13,Ben Wallace,291
25-Oct-13,Catherine Glotzbach,240
9-Aug-13,Jill Fjeld,65
12-Sep-13,Giulietta Dortch,737
21-Nov-13,Shirley Jackson,128
15-Nov-13,Eugene Barchas,1629
29-May-13,Tanja Norvell,286
21-Feb-13,Erin Ashbrook,136
5-Oct-13,Mary O'Rourke,60
18-Jul-13,Andrew Allen,590
25-Oct-13,Victoria Wilson,460
16-Jan-13,Eric Hoffmann,102
14-Nov-13,Cindy Stewart,52
11-Jun-13,Joy Bell-,24
30-Dec-13,Carlos Daly,153
4-Dec-13,Michael Moore,612
17-May-13,Jim Radford,553
16-Jul-13,Rick Huthwaite,44
23-Jul-13,Caroline Jumper,16
10-Jun-13,Dean Braden,122
12-Mar-13,Brad Thomas,30
5-Mar-13,Randy Ferguson,10
22-Aug-13,Jay Kimmel,573
19-May-13,Eric Barreto,122
28-May-13,Laura Armstrong,3964
27-Dec-13,Anthony Johnson,5
5-Apr-13,Becky Castell,204
5-Sep-13,Christina VanderZanden,147
28-Sep-13,James Galang,32
19-Feb-13,Greg Tran,287
17-Sep-13,Keith Dawkins,291
11-Apr-13,Brian Thompson,892
22-Aug-13,Stephanie Ulpright,37
18-Jun-13,Mike Vittorini,482
25-Dec-13,Benjamin Venier,33
25-Nov-13,Sample Company A,393
3-Apr-13,Denny Joy,1455
29-Nov-13,Anthony Jacobs,7
27-Mar-13,Sibella Parks,460
26-Sep-13,Nicole Hansen,16
25-Nov-13,Laura Armstrong,208
7-Sep-13,Yoseph Carroll,372
13-Sep-13,Anthony Johnson,1159
24-Sep-13,Joni Sundaresam,52
30-Dec-13,Kelly Andreada,186
1-Apr-13,Erica Hackney,328
24-Apr-13,Max Jones,243
9-Apr-13,Clytie Kelty,25
13-Apr-13,Thomas Boland,192
16-Oct-13,Cynthia Delaney,1058
25-Nov-13,Nat Carroll,124
12-Nov-13,Brenda Bowman,144
17-Nov-13,Ionia McGrath,8
9-Dec-13,Julie Prescott,13
2-Sep-13,Laurel Beltran,13
13-Nov-13,Susan Pistek,3588
12-Nov-13,Bryan Davis,143
19-Jul-13,Susan Vittorini,16
6-Dec-13,James Galang,192
15-Mar-13,Muhammed MacIntyre,197
11-Apr-13,Filia McAdams,36
6-Feb-13,Karen Bern,132
22-Oct-13,Victoria Wilson,661
19-Apr-13,Thea Hudgings,2027
6-Nov-13,Nora Preis,480
11-Nov-13,Sally Hughsby,70
3-Jan-13,Lena Radford,114
15-Oct-13,Bobby Elias,1650
7-Jun-13,Roy Collins,328
25-Nov-13,Cathy Armstrong,181
23-Sep-13,Suzanne McNair,68
16-Oct-13,Patrick Bzostek,219
30-Sep-13,Maris LaWare,36
29-Oct-13,Denise Leinenbach,12
14-Aug-13,Roy Franz?sisch,126
22-Jan-13,Frank Preis,65
22-May-13,Sally Hughsby,4
5-Dec-13,Becky Martin,611
11-Sep-13,Dianna Vittorini,277
26-Jul-13,Sanjit Chand,686
6-May-13,Amy Hunt,71
24-Apr-13,Art Ferguson,90
21-Sep-13,Edward Nazzal,84
11-Jan-13,Deanra Eno,94
9-Jan-13,Maureen Fritzler,15
11-Jul-13,Allen Armold,17
11-Oct-13,William Brown,30
3-Sep-13,Lena Radford,1804
14-Jun-13,Greg Tran,34
10-Apr-13,Edward Becker,35
20-Nov-13,Janet Molinari,32
20-May-13,Bill Tyler,10
13-Mar-13,Dean Katz,1632
11-Dec-13,Bart Watters,63
13-Jun-13,Stewart Carmichael,225
30-Mar-13,Troy Blackwell,458
29-Nov-13,David Smith,740
4-Nov-13,Sarah Foster,9
7-Jun-13,Dave Brooks,714
22-May-13,Christine Phan,112
8-Oct-13,Dionis Lloyd,838
21-Mar-13,Robert Dilbeck,697
2-Dec-13,Mike Vittorini,864
11-Nov-13,Scott Williamson,886
12-Jun-13,Erica Smith,240
2-Apr-13,Daniel Byrd,7
18-Mar-13,Christine Sundaresam,40
15-Jun-13,Ed Braxton,1293
31-Mar-13,Cathy Prescott,11
26-Jul-13,Bill Eplett,21
11-Dec-13,Arthur Prichep,423
10-Apr-13,Sean Wendt,523
25-Nov-13,Neola Schneider,527
27-Aug-13,Don Jones,1603
12-Aug-13,Michelle Tran,152
27-Feb-13,Don Weiss,16
30-Aug-13,Meg O'Connel,22
13-Sep-13,Sarah Foster,42
8-May-13,Caroline Jumper,4836
4-Nov-13,Clay Ludtke,103
19-Aug-13,Matt Abelman,15
10-Dec-13,George Bell,19
14-Nov-13,Tom Stivers,30
15-Dec-13,Pete Kriz,479
2-Nov-13,Xylona Preis,68
31-Jan-13,Sample Company A,166
4-May-13,Susan MacKendrick,1043
8-Jul-13,Chad Cunningham,85
5-Sep-13,Ionia McGrath,2824
28-Nov-13,Greg Guthrie,160
27-Nov-13,Tamara Chand,7
2-Sep-13,Adam Bellavance,4439
31-May-13,Jason Gross,168
3-Sep-13,Tom Ashbrook,84
18-Jun-13,Denise Monton,377
27-Dec-13,Mike Caudle,1431
2-Dec-13,Gary Zandusky,24
24-Apr-13,Heather Kirkland,36
4-Jul-13,Guy Thornton,17
17-Jul-13,Mark Cousins,10
9-Aug-13,Charles Crestani,11
29-Oct-13,Jonathan Howell,395
12-Sep-13,Ryan Crowe,100
20-Sep-13,Scot Wooten,160
27-Nov-13,Dean Katz,313
2-Dec-13,John Murray,345
9-Mar-13,Sanjit Jacobs,183
3-Sep-13,Karen Daniels,115
17-Dec-13,Sandra Flanagan,35
9-Apr-13,Logan Currie,98
23-Aug-13,Sheri Gordon,26
17-May-13,Sanjit Chand,311
25-Jun-13,Bill Donatelli,38
20-Nov-13,Natalie DeCherney,53
12-Nov-13,Berenike Kampe,7
16-Nov-13,Odella Nelson,630
25-Mar-13,Dan Campbell,320
9-Apr-13,Zuschuss Carroll,1617
15-Nov-13,Allen Armold,514
18-Sep-13,Troy Staebel,295
5-Sep-13,Anna Andreadi,292
9-Dec-13,Stefania Perrino,1476
5-Oct-13,Melanie Seite,239
29-Mar-13,Chris Cortes,94
9-Sep-13,Michael Grace,207
23-Nov-13,Rob Dowd,49
18-Dec-13,Noel Staavos,25
18-Mar-13,Gary Zandusky,2073
19-Jun-13,Stewart Carmichael,465
18-Jul-13,Matt Collister,815
12-Nov-13,Laurel Beltran,681
27-Sep-13,Matt Hagelstein,7
17-Oct-13,Nona Balk,142
27-Aug-13,Vivek Grady,53
4-Sep-13,Filia McAdams,48
15-Jun-13,Anthony Rawles,1115
27-May-13,Tiffany House,36
25-Sep-13,Michael Kennedy,442
26-Nov-13,Jay Kimmel,73
24-Oct-13,Steven Roelle,379
25-Nov-13,George Ashbrook,658
24-Dec-13,Laura Armstrong,921
8-Apr-13,Sarah Foster,4
2-Aug-13,Khloe Miller,19
8-Nov-13,Luke Weiss,1030
7-Sep-13,Karl Braun,99
17-May-13,Denny Ordway,17
6-Sep-13,Mark Van Huff,192
10-Dec-13,Logan Haushalter,133
14-Jan-13,Anna Gayman,405
1-Aug-13,Ken Lonsdale,1311
18-Jun-13,Christine Phan,585
22-Oct-13,Susan Vittorini,235
21-Oct-13,Chuck Magee,133
27-Nov-13,Mark Cousins,3236
24-May-13,Ken Lonsdale,1980
19-Dec-13,Jeremy Ellison,885
15-Mar-13,Stephanie Phelps,42
11-May-13,Christopher Schild,744
15-Jun-13,Vivian Mathis,58
19-Sep-13,Jane Waco,2056
18-Nov-13,Barry Gonzalez,82
16-Feb-13,John Dryer,228
4-Nov-13,Julie Prescott,542
18-Sep-13,Cindy Stewart,396
11-Jul-13,Nick Zandusky,45
14-Feb-13,Dave Kipp,574
13-Nov-13,Maurice Satty,43
30-Sep-13,Linda Southworth,16
3-Oct-13,Tim Taslimi,61
9-Dec-13,Quincy Jones,115
5-Jan-13,Anthony Johnson,256
21-Sep-13,Filia McAdams,115
18-Mar-13,Anna Chung,85
15-Nov-13,Kelly Collister,2
29-Oct-13,Alejandro Savely,100
9-Apr-13,Christine Kargatis,216
29-May-13,Clay Ludtke,1158
26-Mar-13,Toby Braunhardt,1287
20-Dec-13,Erin Smith,472
8-Jul-13,Christopher Conant,3137
7-Feb-13,Erica Bern,624
1-Jul-13,Adrian Hane,50
9-Oct-13,Doug Bickford,388
24-Dec-13,Edward Hooks,1506
23-Sep-13,Sam Zeldin,128
15-Aug-13,Jill Matthias,121
24-Dec-13,Neoma Murray,6
25-May-13,Eugene Hildebrand,261
19-Aug-13,Helen Wasserman,355
6-Sep-13,Darrin Martin,229
14-Jun-13,Sonia Sunley,19
14-Mar-13,Edward Hooks,4941
22-Oct-13,Anne Pryor,74
10-Jul-13,Jonathan Doherty,573
20-Mar-13,Susan Vittorini,35
16-Apr-13,Bill Donatelli,1122
2-Dec-13,Rick Duston,17
2-Dec-13,Allen Goldenen,5
6-Sep-13,Elizabeth Moffitt,21
13-Dec-13,Roy Franz?sisch,440
15-Aug-13,Stephanie Phelps,787
19-Nov-13,Arthur Wiediger,1118
