,Date,Name,Fare
1345,20-Sep-12,Barry Gonzalez,1664
1346,14-Dec-12,Darren Budd,370
1347,1-Nov-12,Jeremy Farry,205
1348,20-Dec-12,Evan Minnotte,12
1349,25-May-12,Nora Pelletier,15
1350,2-Nov-12,Barry Blumstein,374
1351,7-Aug-12,Parhena Norris,19
1352,9-Apr-12,Jay Kimmel,370
1353,7-Jun-12,Eleni McCrary,8
1354,8-May-12,Alejandro Ballentine,38
1355,31-Aug-12,Shirley Daniels,21
1356,18-Sep-12,Justin Ritter,717
1357,11-Jul-12,Clytie Kelty,677
1358,4-Dec-12,Michael Stewart,86
1359,11-Jul-12,Shahid Collister,128
1360,20-Apr-12,Erica Smith,117
1361,15-Aug-12,Richard Eichhorn,174
1362,3-Dec-12,Bill Stewart,590
1363,18-Apr-12,Deanra Eno,1009
1364,23-Oct-12,Andrew Gjertsen,4
1365,16-Apr-12,Denise Monton,128
1366,4-Sep-12,Christine Sundaresam,919
1367,28-Nov-12,Evan Bailliet,336
1368,5-Dec-12,Sandra Flanagan,45
1369,6-Mar-12,John Lucas,1555
1370,12-Oct-12,Kelly Andreada,100
1371,17-Sep-12,Sylvia Foulston,29
1372,10-Dec-12,Matt Abelman,1033
1373,24-Sep-12,Marc Crier,518
1374,26-May-12,Pamela Stobb,610
1375,6-Sep-12,Lori Olson,46
1376,14-Jul-12,Toby Gnade,861
1377,6-Dec-12,Naresj Patel,339
1378,19-Mar-12,Dan Campbell,14
1379,25-Apr-12,Jill Stevenson,14
1380,27-Sep-12,Saphhira Shifley,99
1381,26-Jul-12,Alan Shonely,10
1382,26-Jun-12,Dennis Bolton,43
1383,25-Dec-12,Jim Kriz,415
1384,10-May-12,Alan Barnes,47
1385,29-Nov-12,Phillina Ober,4
1386,9-Jun-12,Nathan Cano,13
1387,4-May-12,Alan Schoenberger,27
1388,21-Aug-12,Nick Zandusky,632
1389,23-Nov-12,Pierre Wener,421
1390,25-Dec-12,Maria Bertelson,20
1391,19-Jun-12,Maria Etezadi,6
1392,5-Nov-12,Grant Thornton,25
1393,13-Nov-12,Arthur Wiediger,404
1394,20-Nov-12,Skye Norling,19
1395,16-Mar-12,Monica Federle,43
1396,6-Dec-12,Gary Hwang,758
1397,25-Dec-12,Sean Miller,10
1398,12-Dec-12,Dennis Kane,32
1399,27-Nov-12,Justin Deggeller,189
1400,15-Nov-12,Duane Huffman,40
1401,16-Mar-12,Christopher Martinez,6413
1402,16-Nov-12,Matt Connell,296
1403,30-Jan-12,Jeremy Pistek,14
1404,12-Apr-12,Robert Dilbeck,41
1405,24-Mar-12,Cathy Prescott,47
1406,5-Nov-12,Justin MacKendrick,63
1407,30-Oct-12,Barry Franz?sisch,1036
1408,19-Nov-12,Katherine Ducich,868
1409,1-May-12,Jennifer Braxton,89
1410,5-Oct-12,Maria Bertelson,53
1411,13-May-12,Ben Ferrer,238
1412,15-Sep-12,Carol Triggs,215
1413,9-Feb-12,Sarah Jordon,204
1414,6-Jul-12,Paul Prost,302
1415,7-Mar-12,Eugene Moren,808
1416,2-Jan-12,Victoria Wilson,1817
1417,4-May-12,Stuart Van,126
1418,20-Nov-12,Patrick Bzostek,24
1419,9-Nov-12,Dianna Vittorini,1171
1420,24-Aug-12,Cassandra Brandow,2645
1421,16-Apr-12,Sarah Brown,1484
1422,14-Dec-12,Rick Duston,8
1423,10-Mar-12,Toby Swindell,1
1424,16-Jul-12,Michael Granlund,300
1425,18-Jun-12,Harold Ryan,14
1426,19-Sep-12,Nicole Hansen,66
1427,2-Aug-12,Corey-Lock,565
1428,7-Feb-12,Damala Kotsonis,324
1429,10-Nov-12,Sam Craven,578
1430,31-May-12,Tamara Manning,1746
1431,24-Sep-12,Carlos Meador,35
1432,15-Dec-12,Natalie Fritzler,4190
1433,3-Dec-12,Mark Packer,11
1434,7-May-12,Chris Cortes,46
1435,26-Jul-12,Bart Pistole,131
1436,13-Dec-12,Rachel Payne,147
1437,27-Dec-12,Arthur Gainer,129
1438,7-Nov-12,Mike Caudle,33
1439,13-Aug-12,Sandra Flanagan,32
1440,6-Dec-12,Katherine Murray,33
1441,25-Jul-12,Michelle Huthwaite,1289
1442,12-Mar-12,Evan Bailliet,5
1443,17-Apr-12,Jessica Myrick,173
1444,28-Dec-12,Fred Harton,25
1445,1-Oct-12,Eric Murdock,112
1446,26-May-12,Ruben Dartt,20
1447,25-Sep-12,Sally Hughsby,480
1448,20-Oct-12,Stewart Visinsky,440
1449,22-Nov-12,Brosina Hoffman,33
1450,20-Apr-12,Theresa Swint,896
1451,10-Jul-12,Eric Hoffmann,3
1452,19-Sep-12,Frank Carlisle,61
1453,5-Dec-12,George Bell,52
1454,31-Jan-12,Karl Braun,99
1455,28-May-12,Trudy Brown,94
1456,6-Jan-12,Stefania Perrino,32
1457,24-Oct-12,Robert Dilbeck,454
1458,13-Apr-12,Anthony Witt,13
1459,18-Sep-12,Trudy Glocke,188
1460,3-Sep-12,Julie Creighton,201
1461,31-May-12,Elizabeth Moffitt,345
1462,4-Jan-12,Chris Selesnick,72
1463,22-May-12,Sarah Brown,3862
1464,13-Nov-12,Russell Applegate,211
1465,21-Sep-12,Cynthia Delaney,609
1466,19-Mar-12,Guy Armstrong,11
1467,2-Jul-12,Steven Roelle,19
1468,15-Dec-12,Rick Reed,246
1469,19-Oct-12,Cari Schnelling,2
1470,13-Aug-12,Ralph Arnett,11
1471,18-Sep-12,Adam Bellavance,19
1472,11-Dec-12,Shaun Weien,197
1473,26-Oct-12,Kristen Hastings,1215
1474,29-Mar-12,Alan Shonely,6
1475,3-May-12,Lena Cacioppo,461
1476,6-Sep-12,Chuck Clark,272
1477,16-Nov-12,Heather Kirkland,1001
1478,14-Nov-12,Maureen Gastineau,48
1479,22-Apr-12,Annie Zypern,153
1480,20-Sep-12,Anne McFarland,46
1481,17-Jan-12,Amy Hunt,89
1482,27-Dec-12,Richard Eichhorn,436
1483,8-Sep-12,Victoria Wilson,21
1484,19-Nov-12,Tony Chapman,142
1485,5-Oct-12,Ivan Liston,288
1486,5-Mar-12,Jennifer Jackson,7
1487,27-Apr-12,Tony Chapman,49
1488,25-Sep-12,Carlos Soltero,123
1489,4-Jul-12,Julie Prescott,23
1490,17-Oct-12,Charlotte Melton,78
1491,20-Feb-12,Kelly Andreada,287
1492,17-Jan-12,Scott Cohen,7
1493,25-Oct-12,Trudy Brown,314
1494,18-Dec-12,Robert Barroso,95
1495,13-Nov-12,Helen Abelman,17
1496,5-Mar-12,Sarah Foster,85
1497,12-Nov-12,Yoseph Carroll,16
1498,29-Feb-12,Shui Tom,59
1499,24-Sep-12,Deanra Eno,1423
1500,1-Aug-12,Pauline Chand,1012
1501,24-Nov-12,Toby Swindell,569
1502,22-Jun-12,Shaun Weien,1218
1503,20-May-12,Sheri Gordon,170
1504,29-Mar-12,Sara Luxemburg,1167
1505,22-Dec-12,Beth Thompson,17
1506,9-Jul-12,Emily Burns,5
1507,25-Dec-12,Dionis Lloyd,256
1508,20-Sep-12,Alejandro Grove,38
1509,6-Dec-12,Rose O'Brian,174
1510,11-Sep-12,Sean Braxton,266
1511,25-Apr-12,Trudy Schmidt,330
1512,16-Mar-12,Michael Stewart,86
1513,20-Dec-12,Maya Herman,55
1514,18-Jun-12,Bruce Geld,52
1515,21-Dec-12,Sam Zeldin,1350
1516,25-Jul-12,Yana Sorensen,457
1517,15-Feb-12,Roy Phan,975
1518,29-Nov-12,Eileen Kiefer,56
1519,12-Dec-12,Liz Thompson,349
1520,14-Nov-12,Patrick Jones,860
1521,20-Dec-12,Gary Zandusky,22
1522,21-Aug-12,Katherine Nockton,637
1523,8-Nov-12,Shaun Weien,120
1524,25-Feb-12,Sung Shariari,26
1525,23-May-12,Erin Ashbrook,187
1526,4-Jul-12,Irene Maddox,1100
1527,5-Jan-12,Steven Roelle,62
1528,10-Nov-12,Alan Hwang,80
1529,13-Jun-12,Penelope Sewall,106
1530,23-Oct-12,Ralph Arnett,78
1531,15-Mar-12,Karen Seio,17
1532,27-Dec-12,Kean Nguyen,8
1533,17-Apr-12,George Ashbrook,2573
1534,30-Jul-12,Helen Andreada,226
1535,9-Aug-12,Ruben Ausman,5
1536,12-Dec-12,Xylona Preis,54
1537,4-Dec-12,Rose O'Brian,1635
1538,9-May-12,Max Engle,49
1539,11-Dec-12,Stuart Calhoun,206
1540,20-Sep-12,Tamara Chand,86
1541,6-Dec-12,Nora Pelletier,1000
1542,8-Dec-12,Henry Goldwyn,16
1543,26-Oct-12,Andrew Gjertsen,174
1544,31-May-12,Carl Weiss,8
1545,30-Nov-12,Raymond Messe,177
1546,25-Sep-12,Phillina Ober,183
1547,31-Dec-12,Trudy Brown,18
1548,5-Dec-12,Matt Hagelstein,44
1549,6-Feb-12,Ivan Liston,1558
1550,25-Sep-12,Erica Hackney,63
1551,20-Nov-12,Dan Lawera,20
1552,1-Oct-12,Eric Murdock,573
1553,24-Oct-12,Michelle Tran,4
1554,18-Jun-12,Benjamin Venier,670
1555,12-Jan-12,Yana Sorensen,465
1556,3-Dec-12,Harold Pawlan,185
1557,16-Feb-12,Sung Pak,36
1558,28-Nov-12,Michelle Arnett,8
1559,9-Dec-12,Ken Brennan,34
1560,19-Dec-12,James Galang,1942
1561,28-Nov-12,Lena Creighton,152
1562,22-Dec-12,Harold Ryan,456
1563,2-Jul-12,Rob Haberlin,1306
1564,7-Jun-12,Harold Dahlen,52
1565,29-Apr-12,Jim Kriz,8
1566,13-Dec-12,Rob Dowd,809
1567,31-Aug-12,Rick Huthwaite,556
1568,22-Mar-12,Dean Braden,162
1569,3-Feb-12,Rick Wilson,137
1570,20-Dec-12,John Murray,36
1571,30-Nov-12,Ann Blume,17
1572,20-Jun-12,Becky Castell,320
1573,21-Sep-12,Giulietta Baptist,3632
1574,24-Dec-12,Kean Takahito,66
1575,4-Jun-12,Becky Pak,1110
1576,9-Nov-12,Charlotte Melton,11
1577,10-Nov-12,Steve Chapman,714
1578,5-Jan-12,James Lanier,144
1579,26-Dec-12,Brian Dahlen,22
1580,20-Dec-12,Arianne Irving,17
1581,26-Nov-12,Erin Ashbrook,600
1582,12-May-12,Cindy Stewart,39
1583,20-Mar-12,Dave Hallsten,1446
1584,18-Jul-12,Karen Carlisle,6
1585,25-Sep-12,Sarah Brown,69
1586,12-Oct-12,Ralph Kennedy,210
1587,4-Sep-12,David Smith,134
1588,27-Nov-12,Thomas Brumley,6
1589,19-Oct-12,Robert Marley,1911
1590,8-Mar-12,Anthony Rawles,19
1591,2-Nov-12,Emily Ducich,2621
1592,20-Jul-12,Ralph Kennedy,1238
1593,6-Sep-12,Cyma Kinney,7
1594,25-Sep-12,Bryan Mills,3
1595,6-Aug-12,Michael Stewart,27
1596,3-May-12,Nicole Fjeld,14
1597,5-Oct-12,Sylvia Foulston,78
1598,1-Jun-12,Catherine Glotzbach,12
1599,16-Apr-12,Theresa Swint,239
1600,7-Sep-12,Corey Catlett,141
1601,5-Apr-12,Carol Adams,892
1602,6-Jul-12,Sarah Jordon,170
1603,28-Nov-12,Mark Cousins,130
1604,4-Dec-12,Sean O'Donnell,795
1605,20-Nov-12,Grace Kelly,480
1606,21-Dec-12,Adam Hart,3
1607,24-Sep-12,Max Engle,51
1608,1-May-12,David Bremer,278
1609,3-Nov-12,Fred Hopkins,1449
1610,8-Sep-12,Neoma Murray,68
1611,8-Jun-12,Andrew Gjertsen,938
1612,15-Aug-12,Tim Taslimi,323
1613,22-Nov-12,Harold Dahlen,77
1614,28-Oct-12,Rob Dowd,105
1615,16-Dec-12,Sandra Glassco,5
1616,12-May-12,Rose O'Brian,15
1617,5-Sep-12,Cathy Armstrong,90
1618,9-Oct-12,Sonia Cooley,50
1619,21-Feb-12,Pierre Wener,2542
1620,7-Nov-12,Stewart Visinsky,715
1621,28-Jun-12,Dorothy Wardle,498
1622,12-Nov-12,Monica Federle,304
1623,9-Aug-12,David Smith,647
1624,17-Nov-12,Greg Hansen,41
1625,19-Mar-12,Mike Caudle,12
1626,7-Nov-12,Adrian Barton,671
1627,7-Aug-12,Eudokia Martin,520
1628,22-Mar-12,Ruben Dartt,16
1629,14-Mar-12,Emily Phan,688
1630,19-Jun-12,Katherine Murray,229
1631,27-Nov-12,Jeremy Ellison,30
1632,7-Aug-12,Noel Staavos,3
1633,30-May-12,Brendan Dodson,152
1634,20-Nov-12,Sung Shariari,378
1635,8-Jun-12,Maureen Gnade,146
1636,7-Sep-12,Andy Gerbode,655
1637,26-Mar-12,Ellis Ballard,3394
1638,5-Jul-12,Mitch Webber,74
1639,31-Jul-12,Allen Rosenblatt,240
1640,8-Nov-12,Amy Cox,70
1641,28-Nov-12,Ashley Jarboe,45
1642,16-Nov-12,Philisse Overcash,523
1643,15-Jun-12,Grace Kelly,226
1644,20-Oct-12,Maxwell Schwartz,25
1645,27-Jan-12,Sean Christensen,2804
1646,4-Jun-12,Lauren Leatherbury,17
1647,31-Oct-12,Sandra Glassco,2562
1648,7-Dec-12,Alan Hwang,802
1649,11-Sep-12,Steven Cartwright,190
1650,27-Dec-12,Brad Thomas,385
1651,14-May-12,Hunter Glantz,1118
1652,21-Dec-12,Lynn Smith,48
1653,18-May-12,Anthony Jacobs,11
1654,23-Aug-12,Fred Harton,1142
1655,29-Jun-12,Sheri Gordon,118
1656,20-Mar-12,Bryan Mills,29
1657,1-Oct-12,Shaun Chance,139
1658,28-Aug-12,Ben Peterman,1203
1659,6-Dec-12,Mike Pelletier,15
1660,12-Sep-12,Paul Gonzalez,493
1661,7-Apr-12,Resi P?lking,49
1662,26-Jun-12,Valerie Dominguez,972
1663,15-May-12,Anna H?berlin,18
1664,19-Nov-12,Aleksandra Gannaway,31
1665,5-Jun-12,Edward Becker,1523
1666,26-Nov-12,Stefanie Holloman,692
1667,5-Apr-12,Valerie Takahito,1636
1668,27-Sep-12,Rick Huthwaite,175
1669,16-Jun-12,Philip Brown,6
1670,26-Mar-12,Gene McClure,57
1671,14-Mar-12,Arianne Irving,19
1672,16-Sep-12,Bradley Drucker,31
1673,18-Sep-12,George Bell,53
1674,4-Oct-12,Denny Joy,393
1675,19-Mar-12,Corinna Mitchell,449
1676,10-Sep-12,Aimee Bixby,15
1677,2-Nov-12,Liz Thompson,739
1678,29-May-12,Karl Braun,12
1679,22-Nov-12,Marc Crier,58
1680,21-Sep-12,Dario Medina,220
1681,8-Oct-12,Maria Bertelson,146
1682,8-Aug-12,Thomas Thornton,159
1683,6-Dec-12,Art Ferguson,8
1684,27-Jan-12,Seth Vernon,769
1685,22-Sep-12,Muhammed MacIntyre,61
1686,10-Apr-12,Dario Medina,13
1687,25-Aug-12,Mick Crebagga,32
1688,28-Sep-12,Henry Goldwyn,87
1689,21-May-12,Michelle Ellison,27
1690,24-Aug-12,Denny Ordway,7
1691,24-Dec-12,Joni Blumstein,628
1692,3-Sep-12,John Huston,8
1693,6-Sep-12,Andy Gerbode,47
1694,13-Aug-12,Ed Jacobs,423
1695,13-Jan-12,Karen Seio,10
1696,22-Oct-12,Gene McClure,10
1697,20-Feb-12,Liz MacKendrick,30
1698,9-Nov-12,Dean percer,2340
1699,21-Nov-13,Barbara Fisher,329
1700,25-Nov-13,Carol Darley,25
1701,14-Dec-13,Ken Heidel,64
1702,21-Sep-13,Greg Maxwell,476
1703,25-Jun-13,Max Jones,4823
1704,16-Dec-13,Tony Chapman,19
1705,25-Nov-13,Alyssa Tate,43
1706,13-May-13,Harry Marie,642
1707,11-Dec-13,Sara Luxemburg,6
1708,2-Nov-13,Cindy Schnelling,112
1709,27-Jun-13,John Grady,719
1710,25-Sep-13,Edward Hooks,868
1711,8-Jul-13,Raymond Messe,216
1712,5-Feb-13,Annie Zypern,919
1713,14-Oct-13,Bart Watters,280
1714,26-Dec-13,Saphhira Shifley,21
1715,4-Feb-13,Jennifer Braxton,93
1716,23-Apr-13,Michael Moore,35
1717,14-Nov-13,Cyma Kinney,280
1718,18-Jul-13,Ruben Ausman,78
1719,15-Jul-13,Rob Haberlin,29
1720,26-Sep-13,Julia West,17
1721,27-Feb-13,Eric Barreto,57
1722,3-Jul-13,Katherine Hughes,8
1723,2-May-13,Chris McAfee,141
1724,19-Dec-13,Grace Kelly,1794
1725,28-Feb-13,Rick Reed,36
1726,19-Feb-13,Cyma Kinney,34
1727,25-Dec-13,Sean Christensen,84
1728,4-Oct-13,Daniel Byrd,1028
1729,26-Jun-13,Logan Currie,118
1730,24-Sep-13,Clay Rozendal,11
1731,28-May-13,Brian Stugart,1328
1732,7-Jan-13,Dianna Wilson,35
1733,15-Jul-13,Bryan Mills,420
1734,20-Aug-13,Resi P?lking,449
1735,25-Jun-13,Hunter Lopez,441
1736,10-Dec-13,Paul MacIntyre,1057
1737,27-Jun-13,Victoria Pisteka,199
1738,15-Mar-13,Sibella Parks,17
1739,12-Sep-13,Jill Fjeld,1611
1740,27-Feb-13,Dan Lawera,171
1741,25-Jul-13,James Galang,73
1742,19-Jul-13,Neil Knudson,314
1743,28-Dec-13,Ross DeVincentis,17
1744,14-Dec-13,Jasper Cacioppo,10
1745,3-Jul-13,Erin Ashbrook,570
1746,20-Sep-13,Shirley Daniels,53
1747,7-Sep-13,Mary O'Rourke,754
1748,26-Jul-13,Ken Heidel,16
1749,5-Jul-13,Rick Bensley,275
1750,12-Nov-13,Sung Chung,14
1751,8-Jun-13,Frank Merwin,10
1752,23-Dec-13,Lena Creighton,26
1753,19-Nov-13,Patrick Gardner,595
1754,9-Sep-13,Liz Preis,311
1755,13-Jun-13,Steven Cartwright,488
1756,13-Jul-13,Kristen Hastings,96
1757,4-Oct-13,Tracy Poddar,38
1758,2-Apr-13,Barry Blumstein,62
1759,4-Mar-13,Alex Avila,4406
1760,4-Aug-13,Alex Grayson,249
1761,26-Jul-13,Meg Tillman,2503
1762,28-Nov-13,Herbert Flentye,448
1763,3-May-13,Adam Shillingsburg,37
1764,13-Jun-13,Erin Ashbrook,199
1765,2-Dec-13,Fred Hopkins,23
1766,9-Apr-13,Eugene Hildebrand,130
1767,4-Jul-13,Filia McAdams,124
1768,29-Nov-13,Sally Knutson,7
1769,26-Dec-13,Joe Elijah,2446
1770,3-Jan-13,Bill Overfelt,1605
1771,21-May-13,Joe Kamberova,1364
1772,7-Aug-13,Liz MacKendrick,38
1773,5-Dec-13,Liz MacKendrick,16
1774,25-Nov-13,Matthew Grinstein,4
1775,31-Oct-13,Susan Pistek,4
1776,3-Dec-13,Pauline Webber,116
1777,13-Aug-13,Nora Preis,1800
1778,17-Apr-13,Bryan Mills,29
1779,11-Nov-13,Pamela Coakley,226
1780,27-Aug-13,Roland Fjeld,165
1781,6-May-13,Rick Bensley,271
1782,14-Sep-13,Alejandro Grove,2375
1783,31-Dec-13,Brian Dahlen,171
1784,21-Oct-13,Lindsay Castell,61
1785,20-Jun-13,Karen Carlisle,17
1786,16-Feb-13,Jill Fjeld,417
1787,12-Dec-13,Janet Molinari,1045
1788,18-Sep-13,Brendan Sweed,33
1789,16-Nov-13,Stewart Carmichael,99
1790,19-Sep-13,Henry MacAllister,5
1791,1-Oct-13,Greg Matthias,524
1792,3-Sep-13,Becky Martin,282
1793,9-Mar-13,Patrick Gardner,10
1794,21-Oct-13,Luke Foster,7
1795,20-Mar-13,Bobby Trafton,72
1796,8-Jul-13,Max Jones,59
1797,19-Feb-13,Greg Tran,71
1798,9-May-13,Clay Ludtke,1110
1799,17-Jan-13,Dionis Lloyd,316
1800,30-Sep-13,Dario Medina,10
1801,24-Sep-13,Darrin Van Huff,23
1802,7-Feb-13,Christina Anderson,108
1803,27-Nov-13,George Ashbrook,18
1804,3-Sep-13,Joe Elijah,1854
1805,27-Nov-13,Maribeth Schnelling,4104
1806,18-Jun-13,Lena Creighton,749
1807,22-May-13,Linda Cazamias,2396
1808,15-Jun-13,Paul Van Hugh,54
1809,9-Aug-13,Cathy Armstrong,1016
1810,8-Jun-13,Roy Skaria,10
1811,23-Mar-13,Robert Barroso,59
1812,29-Jul-13,Olvera Toch,1557
1813,21-Nov-13,Erica Hackney,151
1814,30-Sep-13,Erin Smith,859
1815,16-Feb-13,Giulietta Weimer,324
1816,26-Nov-13,Cindy Stewart,5017
1817,31-May-13,Annie Thurman,304
1818,15-May-13,Tiffany House,186
1819,7-Jun-13,Scot Coram,106
1820,20-Dec-13,Barry Pond,2
1821,6-Dec-13,James Galang,465
1822,21-May-13,Dean Braden,3
1823,21-Jun-13,Erin Ashbrook,106
1824,30-Sep-13,Joe Kamberova,299
1825,19-Nov-13,Bobby Elias,61
1826,1-Oct-13,Sarah Jordon,2
1827,18-Apr-13,Jessica Myrick,257
1828,9-Sep-13,Ken Black,130
1829,25-Sep-13,Craig Leslie,532
1830,9-Jan-13,Laura Armstrong,728
1831,11-Mar-13,Maya Herman,105
1832,9-Sep-13,Anna Gayman,2621
1833,23-Apr-13,Tonja Turnell,24
1834,10-May-13,Julia West,89
1835,8-Feb-13,Cathy Hwang,1128
1836,4-Nov-13,Xylona Preis,562
1837,3-May-13,Nick Radford,367
1838,24-Jan-13,Henry Goldwyn,31
1839,11-Apr-13,Quincy Jones,14
1840,20-Apr-13,Kunst Miller,633
1841,6-Dec-13,Theone Pippenger,1285
1842,23-Sep-13,Sally Hughsby,105
1843,18-Sep-13,Jim Sink,100
1844,21-Nov-13,Allen Goldenen,33
1845,26-Dec-13,Laurel Workman,499
1846,23-Apr-13,Tanja Norvell,1588
1847,13-May-13,Vivek Grady,11
1848,7-Nov-13,Irene Maddox,85
1849,15-Jul-13,Raymond Buch,293
1850,9-Sep-13,Toby Ritter,74
1851,10-Sep-13,Troy Staebel,15
1852,29-Jun-13,Roland Fjeld,360
1853,19-Sep-13,Bill Donatelli,240
1854,5-Aug-13,Max Ludwig,159
1855,6-Sep-13,Jonathan Doherty,83
1856,12-Feb-13,John Stevenson,1366
1857,8-Apr-13,Yoseph Carroll,1200
1858,24-Sep-13,Candace McMahon,14
1859,21-Nov-13,Nick Zandusky,381
1860,7-Mar-13,Lena Cacioppo,309
1861,26-Dec-13,Darren Budd,1180
1862,6-Jun-13,Chloris Kastensmidt,80
1863,22-Jan-13,Paul Gonzalez,8
1864,26-Jul-13,Larry Blacks,21
1865,20-Nov-13,Tim Taslimi,55
1866,2-Apr-13,Frank Preis,1385
1867,1-Mar-13,Lena Cacioppo,111
1868,24-Jul-13,Ivan Liston,115
1869,19-Sep-13,Patrick O'Brill,3
1870,18-Sep-13,Luke Weiss,232
1871,22-Oct-13,Charles McCrossin,98
1872,28-Dec-13,Joni Wasserman,3
1873,18-Jun-13,Ted Butterfield,655
1874,9-May-13,Trudy Brown,18
1875,2-Oct-13,Hunter Glantz,108
1876,5-Aug-13,Linda Cazamias,335
1877,26-Dec-13,Brian DeCherney,34
1878,9-Mar-13,Brian DeCherney,115
1879,31-Jul-13,Lindsay Shagiari,9
1880,5-Dec-13,Kean Takahito,105
1881,13-Apr-13,Brian Dahlen,449
1882,9-Jul-13,Joe Elijah,725
1883,4-Mar-13,Brosina Hoffman,1094
1884,24-Jul-13,Chloris Kastensmidt,204
1885,11-Sep-13,Steve Chapman,520
1886,22-Oct-13,Neoma Murray,23
1887,10-May-13,Mick Brown,19
1888,30-Oct-13,Jim Mitchum,52
1889,30-Dec-13,Frank Olsen,42
1890,31-Jul-13,Rob Williams,716
1891,15-Apr-13,Kean Takahito,977
1892,6-May-13,Patrick Jones,14
1893,19-Dec-13,Alan Haines,1410
1894,3-Sep-13,Ross DeVincentis,168
1895,7-Jun-13,Liz Preis,549
1896,10-Sep-13,Annie Thurman,55
1897,13-Feb-13,Ross DeVincentis,147
1898,23-Apr-13,Ed Ludwig,87
1899,13-Sep-13,Matt Collister,40
1900,3-Sep-13,Sam Zeldin,47
1901,17-Aug-13,Jeremy Pistek,32
1902,20-Nov-13,Nora Pelletier,35
1903,27-May-13,Cathy Prescott,233
1904,11-Jun-13,Olvera Toch,1389
1905,19-Mar-13,Dave Brooks,872
1906,26-Nov-13,Mark Hamilton,194
1907,12-Oct-13,Emily Phan,33
1908,22-Nov-13,Julie Kriz,114
1909,9-Sep-13,Valerie Mitchum,100
1910,19-Aug-13,Natalie Fritzler,86
1911,16-Dec-13,Shahid Hopkins,2
1912,15-Oct-13,Pauline Webber,1204
1913,2-Dec-13,Joel Eaton,352
1914,23-Jan-13,Christy Brittain,60
1915,25-Nov-13,Steve Carroll,82
1916,9-Dec-13,Lena Hernandez,334
1917,29-May-13,Valerie Dominguez,186
1918,25-Mar-13,Vivek Grady,22
1919,8-Nov-13,Max Jones,28
1920,31-May-13,Anna H?berlin,4317
1921,21-Nov-13,Frank Atkinson,574
1922,26-Sep-13,Tony Sayre,642
1923,21-Nov-13,Nora Paige,960
1924,22-May-13,Alejandro Savely,85
1925,23-Jul-13,Maureen Fritzler,122
1926,8-Apr-13,Alan Shonely,70
1927,22-Nov-13,Denise Monton,445
1928,6-Dec-13,Justin Ellison,2658
1929,27-Dec-13,Roy Collins,11
1930,27-Aug-13,Andrew Allen,1158
1931,8-Jul-13,Steve Chapman,46
1932,19-Jul-13,Linda Southworth,2332
1933,10-Oct-13,Maria Zettner,171
1934,23-Dec-13,Duane Noonan,885
1935,24-Dec-13,Frank Merwin,1508
1936,22-Nov-13,Mike Vittorini,13
1937,30-Jan-13,Harold Engle,157
1938,27-Jun-13,Duane Noonan,22
1939,4-Nov-13,Phillip Flathmann,1490
1940,9-Dec-13,Doug Bickford,386
1941,19-Nov-13,Ashley Jarboe,302
1942,18-Mar-13,Vivian Mathis,163
1943,15-Jul-13,John Stevenson,220
1944,13-Mar-13,Mike Caudle,13
1945,26-Jul-13,Rick Reed,244
1946,24-Dec-13,Ben Peterman,141
1947,11-Nov-13,Art Foster,54
1948,6-Sep-13,Pete Kriz,634
1949,21-May-13,Rick Bensley,1065
1950,23-Sep-13,Amy Cox,24
1951,8-Nov-13,Michael Chen,359
1952,30-Jul-13,Jack O'Briant,85
1953,8-Nov-13,Lisa DeCherney,58
1954,2-Sep-13,Joseph Airdo,478
1955,3-Sep-13,Sonia Sunley,10
1956,10-Jan-13,Ken Black,150
1957,12-Sep-13,Eugene Barchas,373
1958,28-Oct-13,Ben Wallace,512
1959,18-Jul-13,Annie Thurman,46
1960,12-Nov-13,Liz Pelletier,525
1961,17-Jan-13,Chuck Clark,725
1962,28-Aug-13,Elizabeth Moffitt,9
1963,4-Mar-13,Jason Gross,606
1964,16-Sep-13,Justin Deggeller,1149
1965,2-Oct-13,Jamie Kunitz,36
1966,10-Oct-13,Michael Paige,24
1967,18-Dec-13,Adrian Barton,9893
1968,31-Dec-13,Keith Dawkins,7
1969,15-Jul-13,Dan Reichenbach,14
1970,1-Sep-13,Theone Pippenger,24
1971,28-Nov-13,Cassandra Brandow,345
1972,9-Dec-13,Gene Hale,1288
1973,5-Sep-13,Jeremy Pistek,240
1974,11-May-13,Gene McClure,7
1975,31-Dec-13,Bryan Mills,20
1976,10-Apr-13,Herbert Flentye,557
1977,16-Apr-13,Julie Kriz,144
1978,4-Feb-13,Tracy Blumstein,14
1979,28-Aug-13,Todd Boyes,94
1980,7-May-13,Brad Eason,111
1981,13-Aug-13,Cindy Schnelling,562
1982,27-Jun-13,Skye Norling,548
1983,20-Dec-13,Clay Ludtke,304
1984,20-Mar-13,Corey Catlett,31
1985,12-Mar-13,Odella Nelson,63
1986,25-Oct-13,Emily Ducich,450
1987,17-Dec-13,Pete Kriz,564
1988,18-Nov-13,Heather Jas,50
1989,3-Feb-13,Liz Carlisle,866
1990,14-Nov-13,Chuck Clark,217
1991,16-Aug-13,John Castell,706
1992,3-Oct-13,Tamara Chand,18337
1993,12-Jun-13,Seth Vernon,903
1994,15-Nov-13,Maria Bertelson,448
1995,23-Mar-13,Marc Crier,168
1996,26-Jun-13,Alan Shonely,61
